metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
datadog.marketplace.fairwinds.insights,gauge,,,,,0,fairwinds_insights,
fairwinds.insights.action_items,gauge,600,item,item,Count of Action Items from Insights,-1,fairwinds_insights,action_items
