metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
trek10.coverage.aws_metric_count,count,86400,,,number of AWS metrics that don't have a corresponding monitor,1,trek10_aws_coverage_advisor,
